"Location_Id","Occurred_On","Avg_Avg_Temperature","Avg_Min_Temperature","Avg_Max_Temperature","Avg_HDD","Avg_CDD","Base_HDD","Base_CDD"
"17072148","4/1/2019 12:00:00 AM","15.5666","10.0000","20.6333","","","",""
"17069967","12/1/2023 12:00:00 AM","27.0967","24.4516","29.2258","","","",""
"17069963","5/1/2018 12:00:00 AM","18.5483","12.4193","24.0322","","","",""
"17072148","2/1/2020 12:00:00 AM","5.0000","0.5517","9.1724","","","",""
"17069956","2/1/2015 12:00:00 AM","24.6785","17.6071","31.8928","","","",""
"17072554","8/1/2006 12:00:00 AM","11.5032","8.0741","14.9322","","","",""
"17071665","7/1/2012 12:00:00 AM","28.0000","25.3870","30.4193","","","",""
"17069960","5/1/2011 12:00:00 AM","33.2258","27.2258","39.7419","","","",""
"17069974","12/1/2023 12:00:00 AM","29.0645","24.8387","32.9032","","","",""
"17069959","2/1/2022 12:00:00 AM","26.2500","21.6428","30.3928","","","",""
"17072554","10/1/2012 12:00:00 AM","14.3322","10.8967","17.7677","","","",""
"17069975","9/1/2013 12:00:00 AM","28.0000","25.0000","30.9333","","","",""
"17069973","11/1/2018 12:00:00 AM","30.1000","25.2000","34.3666","","","",""
"17069964","5/1/2017 12:00:00 AM","34.5161","27.7419","41.2903","","","",""
"17069975","4/1/2012 12:00:00 AM","28.8333","24.3333","33.3666","","","",""
"17069960","6/1/2021 12:00:00 AM","32.6000","27.2666","37.4000","","","",""
"17069974","7/1/2022 12:00:00 AM","28.0322","25.8709","29.6774","","","",""
"17069966","7/1/2016 12:00:00 AM","20.3548","15.1612","25.9032","","","",""
"17069958","4/1/2022 12:00:00 AM","13.9666","8.8333","18.6666","","","",""
"17069963","1/1/2018 12:00:00 AM","5.8870","3.6774","8.1935","","","",""
"17069959","1/1/2012 12:00:00 AM","23.8709","19.4838","28.5161","","","",""
"17069963","9/1/2013 12:00:00 AM","15.3333","11.2666","19.3666","","","",""
"17069963","4/1/2012 12:00:00 AM","9.8666","5.3000","14.4666","","","",""
"17069975","8/1/2018 12:00:00 AM","27.6774","26.0967","28.6451","","","",""
"17069975","1/1/2018 12:00:00 AM","24.2741","17.2580","31.3870","","","",""
"17071665","6/1/2015 12:00:00 AM","28.9666","25.8333","31.9000","","","",""
"17069964","10/1/2016 12:00:00 AM","24.3333","18.7000","29.9666","","","",""
"17069959","3/1/2011 12:00:00 AM","29.4193","25.1935","34.2258","","","",""
"17069963","2/1/2013 12:00:00 AM","1.1785","-1.0714","3.4285","","","",""
"17069966","2/1/2022 12:00:00 AM","6.0714","1.8214","9.7857","","","",""
"17069956","1/1/2018 12:00:00 AM","24.2741","17.2580","31.3870","","","",""
"17071665","10/1/2022 12:00:00 AM","29.2258","25.6774","32.2258","","","",""
"17072550","10/1/2006 12:00:00 AM","14.3483","11.3645","17.3322","","","",""
"17069959","9/1/2022 12:00:00 AM","28.0666","25.4666","30.0333","","","",""
"17072550","11/1/2016 12:00:00 AM","16.1250","13.3166","18.9333","","","",""
"17072554","1/1/2023 12:00:00 AM","20.3806","17.2193","23.5419","","","",""
"17069966","1/1/2012 12:00:00 AM","3.6129","1.0967","6.1612","","","",""
"17069975","4/1/2014 12:00:00 AM","28.7000","24.0666","33.2000","","","",""
"17069967","11/1/2020 12:00:00 AM","27.9333","24.4666","30.9000","","","",""
"17069957","1/1/2017 12:00:00 AM","4.7494","2.1507","7.2586","","","",""
"17071664","4/1/2018 12:00:00 AM","28.3333","23.3000","33.3666","","","",""
"17069965","8/1/2024 12:00:00 AM","24.5161","20.5161","28.0645","","","",""
"17069974","4/1/2015 12:00:00 AM","28.3333","23.7666","32.8666","","","",""
"17069960","5/1/2024 12:00:00 AM","35.3548","28.8709","41.1935","","","",""
"17069965","2/1/2020 12:00:00 AM","24.1379","18.3448","29.4482","","","",""
"17069965","4/1/2020 12:00:00 AM","27.4666","22.0666","32.4000","","","",""
"17069973","6/1/2020 12:00:00 AM","29.6333","26.9333","31.7666","","","",""
"17069962","8/1/2019 12:00:00 AM","14.9354","9.7096","19.6451","","","",""
"17069961","6/1/2020 12:00:00 AM","4.1034","0.5517","7.1724","","","",""
"17069974","8/1/2019 12:00:00 AM","28.0322","26.5483","29.3225","","","",""
"17069957","5/1/2019 12:00:00 AM","14.2258","10.1935","17.6129","","","",""
"17069961","7/1/2023 12:00:00 AM","12.3225","7.9677","16.1290","","","",""
"17069973","7/1/2016 12:00:00 AM","27.0000","24.2258","29.4516","","","",""
"17072554","9/1/2018 12:00:00 AM","12.6750","9.3366","16.0133","","","",""
"17069966","11/1/2018 12:00:00 AM","7.2666","3.9333","10.0666","","","",""
"17069974","11/1/2020 12:00:00 AM","29.6333","25.5666","33.4000","","","",""
"17069973","7/1/2023 12:00:00 AM","27.9032","25.9032","29.3548","","","",""
"17069956","9/1/2013 12:00:00 AM","28.0000","25.0000","30.9333","","","",""
"17072554","4/1/2017 12:00:00 AM","17.6800","14.1933","21.1666","","","",""
"17069962","11/1/2020 12:00:00 AM","-0.3000","-2.3000","1.7333","","","",""
"17069956","4/1/2012 12:00:00 AM","28.8333","24.3333","33.3666","","","",""
"17071664","1/1/2024 12:00:00 AM","27.4838","23.1612","31.2903","","","",""
"17069965","2/1/2023 12:00:00 AM","22.7857","15.1428","29.9285","","","",""
"17069957","2/1/2014 12:00:00 AM","8.2500","5.9285","10.7857","","","",""
"17069957","9/1/2012 12:00:00 AM","15.4000","11.8000","19.4333","","","",""
"17072550","12/1/2017 12:00:00 AM","20.4661","16.0741","24.8580","","","",""
"17069960","7/1/2017 12:00:00 AM","31.0645","26.9354","35.3548","","","",""
"17069964","4/1/2021 12:00:00 AM","30.4666","24.9666","35.3333","","","",""
"17069967","11/1/2017 12:00:00 AM","26.4333","22.9333","29.6333","","","",""
"17069975","5/1/2015 12:00:00 AM","30.4193","26.6129","34.2258","","","",""
"17069965","9/1/2023 12:00:00 AM","24.2000","19.9666","27.8000","","","",""
"17069956","2/1/2012 12:00:00 AM","25.6206","20.8620","30.9655","","","",""
"17069958","8/1/2024 12:00:00 AM","26.3870","21.8387","30.4193","","","",""
"17069974","9/1/2011 12:00:00 AM","27.6666","25.7666","29.7333","","","",""
"17072554","7/1/2009 12:00:00 AM","10.3935","6.8290","13.9580","","","",""
"17069960","3/1/2013 12:00:00 AM","22.6129","16.1290","29.7419","","","",""
"17069958","2/1/2020 12:00:00 AM","6.5000","2.0357","10.4642","","","",""
"17072550","12/1/2012 12:00:00 AM","19.5629","16.1032","23.0225","","","",""
"17069974","3/1/2016 12:00:00 AM","27.8064","21.7741","33.6774","","","",""
"17069957","10/1/2015 12:00:00 AM","12.5806","10.2258","15.6129","","","",""
"17069960","7/1/2022 12:00:00 AM","31.4193","27.9677","34.4838","","","",""
"17069962","3/1/2021 12:00:00 AM","0.4838","-1.9354","2.8064","","","",""
"17072550","6/1/2017 12:00:00 AM","12.1300","8.5966","15.6633","","","",""
"17069973","3/1/2012 12:00:00 AM","26.8709","22.2258","31.7096","","","",""
"17069956","8/1/2021 12:00:00 AM","28.1290","26.0645","29.8387","","","",""
"17069964","3/1/2024 12:00:00 AM","30.3225","24.2903","35.8709","","","",""
"17069967","8/1/2012 12:00:00 AM","29.9354","24.9354","34.9354","","","",""
"17069964","5/1/2019 12:00:00 AM","35.8387","30.0000","41.2258","","","",""
"17069958","10/1/2019 12:00:00 AM","17.9354","13.3225","22.0645","","","",""
"17071664","9/1/2019 12:00:00 AM","28.1000","26.0333","29.8000","","","",""
"17069974","6/1/2021 12:00:00 AM","28.9333","26.2000","31.1666","","","",""
"17072554","4/1/2019 12:00:00 AM","15.8900","11.7800","20.0000","","","",""
"17072148","7/1/2011 12:00:00 AM","27.4193","21.4838","33.8387","","","",""
"17069957","7/1/2010 12:00:00 AM","19.8064","16.1612","23.8387","","","",""
"17071665","5/1/2023 12:00:00 AM","31.3870","29.0322","33.1612","","","",""
"17069958","11/1/2014 12:00:00 AM","7.5666","5.1333","11.0000","","","",""
"17069975","12/1/2020 12:00:00 AM","27.8064","23.0967","32.0645","","","",""
"17069967","12/1/2016 12:00:00 AM","25.0967","20.5161","29.5806","","","",""
"17069959","7/1/2013 12:00:00 AM","26.5806","23.5483","29.2258","","","",""
"17072148","2/1/2013 12:00:00 AM","1.3928","-1.2857","4.3214","","","",""
"17071665","7/1/2014 12:00:00 AM","27.4193","25.0322","29.7096","","","",""
"17069957","6/1/2011 12:00:00 AM","16.1333","12.3000","20.0666","","","",""
"17069974","7/1/2020 12:00:00 AM","28.5806","26.3225","30.3225","","","",""
"17069958","4/1/2020 12:00:00 AM","13.0666","8.0666","17.5333","","","",""
"17072554","5/1/2018 12:00:00 AM","14.8145","11.4870","18.1419","","","",""
"17069960","6/1/2023 12:00:00 AM","31.7333","26.9666","35.9666","","","",""
"17072554","2/1/2020 12:00:00 AM","21.4068","16.8275","25.9862","","","",""
"17069961","11/1/2021 12:00:00 AM","-18.8333","-21.7666","-15.2333","","","",""
"17069963","5/1/2016 12:00:00 AM","14.9677","9.8709","20.3548","","","",""
"17072550","9/1/2007 12:00:00 AM","13.2583","9.7533","16.7633","","","",""
"17071664","2/1/2016 12:00:00 AM","24.2413","18.0689","30.5862","","","",""
"17069960","11/1/2017 12:00:00 AM","20.6000","13.5666","27.6666","","","",""
"17069965","6/1/2018 12:00:00 AM","24.2333","20.8000","27.1000","","","",""
"17069958","9/1/2023 12:00:00 AM","23.1333","18.6000","27.1333","","","",""
"17069975","8/1/2016 12:00:00 AM","27.4838","24.7419","30.0645","","","",""
"17069966","3/1/2012 12:00:00 AM","8.8387","3.9354","13.7419","","","",""
"17069964","10/1/2018 12:00:00 AM","27.8387","22.7741","32.4516","","","",""
"17069956","5/1/2015 12:00:00 AM","30.4193","26.6129","34.2258","","","",""
"17069956","10/1/2012 12:00:00 AM","28.6774","23.5483","33.6451","","","",""
"17069967","3/1/2013 12:00:00 AM","28.2258","23.0967","33.2580","","","",""
"17069958","12/1/2015 12:00:00 AM","10.0000","6.9032","13.1612","","","",""
"17069957","3/1/2024 12:00:00 AM","9.9677","6.9677","12.5483","","","",""
"17069959","2/1/2024 12:00:00 AM","28.3103","23.6206","32.5862","","","",""
"17072550","10/1/2021 12:00:00 AM","15.5951","12.5354","18.6548","","","",""
"17071664","2/1/2019 12:00:00 AM","26.4285","21.6785","30.5000","","","",""
"17072554","6/1/2008 12:00:00 AM","12.4600","9.1866","15.7333","","","",""
"17072148","1/1/2023 12:00:00 AM","6.1290","2.1612","9.7741","","","",""
"17069965","2/1/2018 12:00:00 AM","23.8928","17.9642","29.3571","","","",""
"17069967","3/1/2018 12:00:00 AM","28.5483","23.1290","33.9677","","","",""
"17069975","8/1/2021 12:00:00 AM","28.1290","26.0645","29.8387","","","",""
"17069960","12/1/2016 12:00:00 AM","16.9009","10.0724","23.7832","","","",""
"17069963","2/1/2015 12:00:00 AM","2.0000","-0.6785","5.0000","","","",""
"17069966","2/1/2024 12:00:00 AM","8.3448","4.6896","11.5517","","","",""
"17069964","4/1/2023 12:00:00 AM","30.3333","24.9666","35.1666","","","",""
"17069975","2/1/2012 12:00:00 AM","25.6206","20.8620","30.9655","","","",""
"17071665","6/1/2013 12:00:00 AM","27.7666","24.2333","30.8000","","","",""
"17071665","4/1/2022 12:00:00 AM","31.4000","28.1000","34.1333","","","",""
"17069973","4/1/2011 12:00:00 AM","29.0000","26.5666","31.6000","","","",""
"17069967","9/1/2011 12:00:00 AM","29.6000","25.7000","33.9333","","","",""
"17069961","12/1/2022 12:00:00 AM","-18.9032","-23.1612","-14.1935","","","",""
"17069959","9/1/2020 12:00:00 AM","29.0000","26.2666","31.1666","","","",""
"17069961","8/1/2018 12:00:00 AM","4.9032","2.0645","7.3225","","","",""
"17069959","5/1/2022 12:00:00 AM","31.3870","29.2580","32.9677","","","",""
"17069967","7/1/2022 12:00:00 AM","30.9677","27.2580","34.1612","","","",""
"17069963","11/1/2024 12:00:00 AM","6.7142","4.5238","8.2380","","","",""
"17071665","10/1/2017 12:00:00 AM","29.0645","24.6451","33.7096","","","",""
"17069963","8/1/2021 12:00:00 AM","18.5483","13.3870","23.1290","","","",""
"17069965","7/1/2019 12:00:00 AM","24.5806","20.8064","27.8709","","","",""
"17069957","1/1/2022 12:00:00 AM","6.4838","3.8387","8.6451","","","",""
"17069975","11/1/2024 12:00:00 AM","30.0952","25.7619","34.0952","","","",""
"17069967","6/1/2021 12:00:00 AM","32.4000","27.8666","36.5000","","","",""
"17072554","3/1/2005 12:00:00 AM","19.7935","15.7483","23.8387","","","",""
"17069957","10/1/2018 12:00:00 AM","13.3870","9.6774","16.7096","","","",""
"17069959","6/1/2012 12:00:00 AM","29.6000","26.5666","32.6666","","","",""
"17069962","6/1/2024 12:00:00 AM","14.1000","9.7666","18.0666","","","",""
"17071664","8/1/2020 12:00:00 AM","27.9032","25.7419","29.5161","","","",""
"17069960","7/1/2019 12:00:00 AM","32.1290","27.9354","35.7096","","","",""
"17072148","9/1/2018 12:00:00 AM","21.6666","17.1000","25.9000","","","",""
"17072550","8/1/2008 12:00:00 AM","11.7129","8.8774","14.5483","","","",""
"17071664","12/1/2011 12:00:00 AM","27.3870","22.8064","32.3548","","","",""
"17072550","3/1/2014 12:00:00 AM","18.4370","13.9516","22.9225","","","",""
"17069974","1/1/2016 12:00:00 AM","23.5161","16.0000","31.2258","","","",""
"17072554","9/1/2016 12:00:00 AM","13.8283","10.8066","16.8500","","","",""
"17069957","9/1/2017 12:00:00 AM","15.6851","12.4074","18.9629","","","",""
"17069956","8/1/2018 12:00:00 AM","27.6774","26.0967","28.6451","","","",""
"17072554","1/1/2021 12:00:00 AM","20.4483","16.1741","24.7225","","","",""
"17069964","1/1/2022 12:00:00 AM","21.8064","16.2903","26.9354","","","",""
"17069958","5/1/2016 12:00:00 AM","17.8387","13.6129","21.7419","","","",""
"17071665","9/1/2016 12:00:00 AM","27.0000","23.6666","29.8666","","","",""
"17069963","11/1/2011 12:00:00 AM","5.5000","2.2333","8.9333","","","",""
"17069975","5/1/2013 12:00:00 AM","29.6774","25.8064","33.4838","","","",""
"17069973","8/1/2015 12:00:00 AM","28.0000","24.7741","30.9354","","","",""
"17072554","4/1/2022 12:00:00 AM","17.8600","13.7766","21.9433","","","",""
"17069973","12/1/2019 12:00:00 AM","28.3225","24.6129","31.5161","","","",""
"17071664","4/1/2016 12:00:00 AM","28.8333","23.9000","33.5333","","","",""
"17069974","6/1/2024 12:00:00 AM","30.0333","27.2000","32.3000","","","",""
"17072550","7/1/2018 12:00:00 AM","11.3225","7.3838","15.2612","","","",""
"17069960","8/1/2012 12:00:00 AM","29.0000","26.2903","32.0322","","","",""
"17071664","5/1/2017 12:00:00 AM","29.8709","26.0967","33.7741","","","",""
"17069956","8/1/2023 12:00:00 AM","29.0645","26.9354","30.4516","","","",""
"17069967","9/1/2024 12:00:00 AM","31.2000","27.0333","34.8666","","","",""
"17069958","7/1/2012 12:00:00 AM","27.3870","24.0967","31.6451","","","",""
"17069973","1/1/2015 12:00:00 AM","22.9677","16.0645","30.1612","","","",""
"17071665","9/1/2021 12:00:00 AM","28.1333","25.8333","29.8666","","","",""
"17069963","1/1/2023 12:00:00 AM","5.0000","2.6129","7.0645","","","",""
"17069966","8/1/2015 12:00:00 AM","21.9354","16.2258","27.8064","","","",""
"17069974","3/1/2023 12:00:00 AM","29.8387","25.7741","33.3870","","","",""
"17069960","3/1/2015 12:00:00 AM","21.4838","16.0322","27.3548","","","",""
"17072148","2/1/2015 12:00:00 AM","-3.4642","-7.1428","0.3928","","","",""
"17069963","5/1/2013 12:00:00 AM","12.8709","8.8064","17.0322","","","",""
"17069957","4/1/2018 12:00:00 AM","12.1833","8.9000","15.4666","","","",""
"17072554","11/1/2011 12:00:00 AM","16.1950","13.0833","19.3066","","","",""
"17069973","4/1/2024 12:00:00 AM","31.5666","27.8000","34.8000","","","",""
"17069965","5/1/2021 12:00:00 AM","26.5806","22.1935","30.3870","","","",""
"17069958","2/1/2018 12:00:00 AM","7.2142","2.6785","11.7500","","","",""
"17069957","10/1/2013 12:00:00 AM","14.1290","11.7419","16.8709","","","",""
"17069975","3/1/2022 12:00:00 AM","30.8709","26.4193","34.7741","","","",""
"17069957","8/1/2022 12:00:00 AM","21.5806","16.9032","25.7419","","","",""
"17069963","3/1/2022 12:00:00 AM","7.8709","1.7419","13.5806","","","",""
"17072550","6/1/2019 12:00:00 AM","11.7400","8.0700","15.4100","","","",""
"17072550","9/1/2005 12:00:00 AM","13.8700","10.3400","17.4000","","","",""
"17069959","10/1/2021 12:00:00 AM","30.2258","26.5483","33.5161","","","",""
"17069974","1/1/2014 12:00:00 AM","24.1612","17.9032","30.2903","","","",""
"17069964","9/1/2017 12:00:00 AM","28.0000","25.0000","31.0000","","","",""
"17072151","","","","","","","",""
"17072550","8/1/2010 12:00:00 AM","12.3741","9.3483","15.4000","","","",""
"17071666","","","","","","","",""
"17069973","11/1/2023 12:00:00 AM","30.7333","26.3333","34.5000","","","",""
"17069956","10/1/2014 12:00:00 AM","29.1290","23.9032","34.3225","","","",""
"17071665","11/1/2012 12:00:00 AM","26.2333","19.1666","32.9333","","","",""
"17069964","5/1/2022 12:00:00 AM","30.4516","25.5161","34.9354","","","",""
"17069960","6/1/2016 12:00:00 AM","34.3546","28.0392","40.6884","","","",""
"17069961","11/1/2023 12:00:00 AM","-11.0666","-13.8666","-7.6666","","","",""
"17072148","10/1/2019 12:00:00 AM","15.3793","9.7241","20.5172","","","",""
"17069963","9/1/2018 12:00:00 AM","17.3000","10.4333","23.7000","","","",""
"17072554","2/1/2013 12:00:00 AM","20.1535","15.7178","24.5892","","","",""
"17069966","12/1/2019 12:00:00 AM","4.7096","1.8709","7.1612","","","",""
"17069963","4/1/2017 12:00:00 AM","9.3000","3.9333","15.1666","","","",""
"17069967","12/1/2018 12:00:00 AM","26.9677","23.5483","29.8709","","","",""
"17072550","4/1/2006 12:00:00 AM","17.6083","14.1433","21.0733","","","",""
"17069963","8/1/2023 12:00:00 AM","20.2903","15.0967","25.0967","","","",""
"17069959","5/1/2020 12:00:00 AM","31.6333","29.3666","33.4333","","","",""
"17069975","8/1/2023 12:00:00 AM","29.0645","26.9354","30.4516","","","",""
"17069956","11/1/2024 12:00:00 AM","30.0952","25.7619","34.0952","","","",""
"17072554","5/1/2016 12:00:00 AM","16.3177","12.8483","19.7870","","","",""
"17069967","1/1/2016 12:00:00 AM","25.5806","20.4838","30.4838","","","",""
"17069960","10/1/2020 12:00:00 AM","26.9032","20.0645","33.2258","","","",""
"17069967","8/1/2014 12:00:00 AM","29.6451","24.8709","34.7096","","","",""
"17069962","3/1/2023 12:00:00 AM","-0.7096","-4.0967","2.7096","","","",""
"17069959","2/1/2017 12:00:00 AM","25.5357","17.7142","33.1428","","","",""
"17069956","5/1/2013 12:00:00 AM","29.6774","25.8064","33.4838","","","",""
"17072554","10/1/2017 12:00:00 AM","14.9935","12.4903","17.4967","","","",""
"17069966","4/1/2024 12:00:00 AM","11.5000","5.7333","16.8333","","","",""
"17069973","8/1/2013 12:00:00 AM","27.0645","24.0322","29.7096","","","",""
"17071665","4/1/2020 12:00:00 AM","30.7666","27.5000","33.5333","","","",""
"17069966","10/1/2021 12:00:00 AM","10.4838","5.6774","14.6774","","","",""
"17069956","3/1/2022 12:00:00 AM","30.8709","26.4193","34.7741","","","",""
"17072148","6/1/2015 12:00:00 AM","23.3333","18.3000","28.4333","","","",""
"17069961","12/1/2020 12:00:00 AM","-21.6129","-24.0967","-18.5483","","","",""
"17069957","1/1/2024 12:00:00 AM","6.4193","3.7419","8.6129","","","",""
"17069967","7/1/2020 12:00:00 AM","30.6774","26.7096","33.9354","","","",""
"17071664","10/1/2016 12:00:00 AM","27.2903","22.1612","32.1935","","","",""
"17072550","7/1/2016 12:00:00 AM","11.7161","8.2967","15.1354","","","",""
"17069960","8/1/2014 12:00:00 AM","31.2903","27.4516","35.7096","","","",""
"17069974","8/1/2012 12:00:00 AM","27.8709","25.3870","30.1935","","","",""
"17069967","3/1/2016 12:00:00 AM","29.0322","23.7741","34.3225","","","",""
"17069959","6/1/2017 12:00:00 AM","29.1000","25.8333","32.3333","","","",""
"17072554","6/1/2010 12:00:00 AM","12.1333","8.8666","15.4000","","","",""
"17069965","10/1/2022 12:00:00 AM","23.1612","19.2258","26.5806","","","",""
"17071664","2/1/2014 12:00:00 AM","24.6071","18.6785","30.4285","","","",""
"17072550","1/1/2012 12:00:00 AM","19.0080","15.6741","22.3419","","","",""
"17069959","12/1/2012 12:00:00 AM","25.3225","18.2258","32.3225","","","",""
"17069958","9/1/2018 12:00:00 AM","24.2666","20.7333","27.3333","","","",""
"17069958","6/1/2015 12:00:00 AM","25.0000","21.3666","29.1000","","","",""
"17069958","5/1/2021 12:00:00 AM","19.1612","13.4838","24.1290","","","",""
"17069966","6/1/2017 12:00:00 AM","20.0000","14.3000","26.1000","","","",""
"17069964","1/1/2024 12:00:00 AM","24.0967","18.2580","29.5483","","","",""
"17069956","12/1/2020 12:00:00 AM","27.8064","23.0967","32.0645","","","",""
"17071664","7/1/2015 12:00:00 AM","28.7419","26.0322","31.3225","","","",""
"17072148","9/1/2016 12:00:00 AM","22.7796","18.1496","27.6874","","","",""
"17069964","2/1/2017 12:00:00 AM","24.7500","15.6785","33.8214","","","",""
"17071665","2/1/2020 12:00:00 AM","28.4827","24.1034","32.3448","","","",""
"17069963","10/1/2012 12:00:00 AM","9.8064","5.7419","14.0645","","","",""
"17071665","12/1/2015 12:00:00 AM","24.5161","16.6129","32.6451","","","",""
"17072550","2/1/2022 12:00:00 AM","21.5053","17.5214","25.4892","","","",""
"17069959","11/1/2015 12:00:00 AM","28.2333","21.4666","34.9666","","","",""
"17069956","4/1/2019 12:00:00 AM","30.0666","26.6666","32.9666","","","",""
"17069959","4/1/2024 12:00:00 AM","31.5666","27.8000","34.8000","","","",""
"17069973","12/1/2017 12:00:00 AM","24.2903","17.9677","30.8064","","","",""
"17069975","10/1/2012 12:00:00 AM","28.6774","23.5483","33.6451","","","",""
"17072550","9/1/2020 12:00:00 AM","13.3300","9.6433","17.0166","","","",""
"17069957","9/1/2019 12:00:00 AM","17.0666","13.2333","20.3666","","","",""
"17069974","2/1/2011 12:00:00 AM","26.7500","22.5357","31.2857","","","",""
"17069960","9/1/2024 12:00:00 AM","29.1666","25.5333","32.3000","","","",""
"17071665","8/1/2011 12:00:00 AM","27.4193","26.0645","29.0322","","","",""
"17072554","12/1/2008 12:00:00 AM","18.3419","14.4935","22.1903","","","",""
"17069967","6/1/2023 12:00:00 AM","33.0333","28.4000","37.0333","","","",""
"17069960","12/1/2018 12:00:00 AM","15.3225","8.5483","21.8387","","","",""
"17072550","3/1/2012 12:00:00 AM","17.7516","14.0548","21.4483","","","",""
"17072148","1/1/2021 12:00:00 AM","1.7096","-2.3225","5.4838","","","",""
"17069956","8/1/2016 12:00:00 AM","27.4838","24.7419","30.0645","","","",""
"17072148","4/1/2022 12:00:00 AM","12.4333","6.5333","17.8666","","","",""
"17072554","11/1/2009 12:00:00 AM","15.9433","13.1633","18.7233","","","",""
"17069956","7/1/2011 12:00:00 AM","27.4838","25.6129","29.3225","","","",""
"17069975","9/1/2015 12:00:00 AM","28.0000","23.8666","31.8000","","","",""
"17069974","5/1/2011 12:00:00 AM","29.7741","28.3548","31.8709","","","",""
"17069957","8/1/2020 12:00:00 AM","20.9677","16.9354","24.4838","","","",""
"17069964","9/1/2019 12:00:00 AM","26.8666","23.6000","29.6666","","","",""
"17069965","5/1/2023 12:00:00 AM","26.6451","21.4516","31.2258","","","",""
"17069959","7/1/2018 12:00:00 AM","27.9032","26.7096","28.8709","","","",""
"17069963","9/1/2015 12:00:00 AM","14.5000","10.4000","19.0000","","","",""
"17071665","9/1/2023 12:00:00 AM","29.0333","26.2666","31.2666","","","",""
"17069957","2/1/2016 12:00:00 AM","6.7586","4.4482","9.3793","","","",""
"17069973","7/1/2021 12:00:00 AM","28.8387","26.6774","30.5806","","","",""
"17069959","3/1/2014 12:00:00 AM","27.1290","21.5161","32.6451","","","",""
"17072148","11/1/2011 12:00:00 AM","9.6666","3.9000","15.7000","","","",""
"17069963","3/1/2020 12:00:00 AM","7.6129","2.5806","12.0967","","","",""
"17069960","2/1/2023 12:00:00 AM","20.4642","13.5714","26.7500","","","",""
"17069959","10/1/2023 12:00:00 AM","31.2258","27.5161","34.5161","","","",""
"17069957","4/1/2016 12:00:00 AM","9.2666","6.0333","12.9333","","","",""
"17071664","3/1/2024 12:00:00 AM","29.3870","25.2580","32.8709","","","",""
"17069973","1/1/2012 12:00:00 AM","23.8709","19.4838","28.5161","","","",""
"17072550","5/1/2007 12:00:00 AM","15.1693","11.7451","18.5935","","","",""
"17069975","3/1/2020 12:00:00 AM","28.4516","24.8064","31.7096","","","",""
"17071665","8/1/2024 12:00:00 AM","28.3225","26.3548","30.0322","","","",""
"17069973","6/1/2022 12:00:00 AM","29.8333","27.2000","31.8666","","","",""
"17071664","6/1/2014 12:00:00 AM","31.0666","28.2000","33.6666","","","",""
"17069974","12/1/2021 12:00:00 AM","26.7741","22.7096","30.4838","","","",""
"17071665","12/1/2013 12:00:00 AM","25.2258","18.8064","31.7741","","","",""
"17072148","10/1/2012 12:00:00 AM","13.8709","9.8709","18.0322","","","",""
"17072148","5/1/2016 12:00:00 AM","17.3728","12.8387","21.7921","","","",""
"17069961","6/1/2022 12:00:00 AM","5.3666","2.3333","8.2333","","","",""
"17069959","12/1/2014 12:00:00 AM","24.8064","17.6774","31.6774","","","",""
"17069975","1/1/2020 12:00:00 AM","26.0000","21.8387","29.5161","","","",""
"17069966","12/1/2012 12:00:00 AM","3.4516","1.1290","5.7419","","","",""
"17072554","10/1/2019 12:00:00 AM","14.6112","11.5709","17.6516","","","",""
"17069961","7/1/2021 12:00:00 AM","10.9032","6.5806","14.7096","","","",""
"17069963","7/1/2011 12:00:00 AM","18.0322","13.5161","22.5483","","","",""
"17069957","11/1/2010 12:00:00 AM","6.8666","4.8666","8.9000","","","",""
"17069975","4/1/2019 12:00:00 AM","30.0666","26.6666","32.9666","","","",""
"17069958","1/1/2021 12:00:00 AM","3.7741","0.2258","6.9677","","","",""
"17072554","2/1/2015 12:00:00 AM","20.2410","16.1428","24.3392","","","",""
"17071665","11/1/2014 12:00:00 AM","28.2333","21.7000","34.4666","","","",""
"17069966","7/1/2018 12:00:00 AM","23.3870","16.4516","29.6129","","","",""
"17069963","4/1/2019 12:00:00 AM","12.0666","6.6000","17.0333","","","",""
"17069966","12/1/2017 12:00:00 AM","3.3870","1.5806","5.8387","","","",""
"17071664","5/1/2019 12:00:00 AM","30.3870","27.6774","32.6129","","","",""
"17069973","11/1/2016 12:00:00 AM","26.8333","18.5000","34.6000","","","",""
"17071664","10/1/2018 12:00:00 AM","31.0000","26.8064","34.7096","","","",""
"17069962","12/1/2021 12:00:00 AM","-6.0322","-8.8064","-3.0645","","","",""
"17069958","7/1/2014 12:00:00 AM","25.3548","21.7741","29.5483","","","",""
"17069974","8/1/2017 12:00:00 AM","27.6774","24.9032","30.2903","","","",""
"17069966","3/1/2014 12:00:00 AM","8.9354","3.1612","14.7419","","","",""
"17071664","4/1/2023 12:00:00 AM","30.7666","27.4333","33.6333","","","",""
"17072554","6/1/2015 12:00:00 AM","12.4333","9.4133","15.4533","","","",""
"17069967","1/1/2014 12:00:00 AM","25.3548","20.9354","29.4516","","","",""
"17069965","4/1/2022 12:00:00 AM","27.9666","22.6000","32.8000","","","",""
"17069964","4/1/2016 12:00:00 AM","35.2000","27.9000","42.5000","","","",""
"17069956","3/1/2020 12:00:00 AM","28.4516","24.8064","31.7096","","","",""
"17072554","12/1/2010 12:00:00 AM","20.3241","17.1193","23.5290","","","",""
