"dr","Region_Id","Location_Id","Group_Location_Id","Item_Id_Unique","Meter_Type_Id","Use_Id","Occurred_On","FY","FY_MonthEnding","Confidence","Amount","Statistics_Data_Type_Id","Days_Included","Currency_Id","Normalized","Conversion_Id","Target","Budget","Target_CO2e","Target_GJ"
"49","94339","17069962","17083281","-17896352","2","1","7/1/2022 12:00:00 AM","21-22","","100","1718.4783","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","8/1/2022 12:00:00 AM","21-22","","100","1718.4783","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","9/1/2022 12:00:00 AM","21-22","","100","1663.0435","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","10/1/2022 12:00:00 AM","21-22","","100","1651.0870","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","11/1/2022 12:00:00 AM","21-22","","100","1597.8261","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","12/1/2022 12:00:00 AM","21-22","","100","1651.0870","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","1/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","2/1/2023 12:00:00 AM","22-23","","100","1306.6667","1","28","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","3/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","4/1/2023 12:00:00 AM","22-23","","100","1318.6813","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","5/1/2023 12:00:00 AM","22-23","","100","1362.6374","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","6/1/2023 12:00:00 AM","22-23","","100","1318.6813","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","7/1/2023 12:00:00 AM","22-23","","100","1651.0870","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","8/1/2023 12:00:00 AM","22-23","","100","1651.0870","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","9/1/2023 12:00:00 AM","22-23","","100","1597.8261","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","10/1/2023 12:00:00 AM","22-23","","100","1415.2174","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","11/1/2023 12:00:00 AM","22-23","","100","1369.5652","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","12/1/2023 12:00:00 AM","22-23","","100","1415.2174","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","1/1/2024 12:00:00 AM","23-24","","100","1362.6374","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","2/1/2024 12:00:00 AM","23-24","","100","1274.7253","1","29","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","3/1/2024 12:00:00 AM","23-24","","100","1362.6374","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","4/1/2024 12:00:00 AM","23-24","","100","1417.5824","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","5/1/2024 12:00:00 AM","23-24","","100","1464.8352","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","6/1/2024 12:00:00 AM","23-24","","100","1417.5824","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","7/1/2024 12:00:00 AM","23-24","","100","1516.3043","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","8/1/2024 12:00:00 AM","23-24","","100","1516.3043","1","31","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","9/1/2024 12:00:00 AM","23-24","","100","1467.3913","1","30","114","","56","","","",""
"49","94339","17069962","17083281","-17896352","2","1","10/1/2024 12:00:00 AM","23-24","","92","1506.7736","3","31","114","","56","","","",""
"19","145786","17069958","17083277","-17896437","2","1","1/1/2022 12:00:00 AM","21-22","","100","1481.1111","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","2/1/2022 12:00:00 AM","21-22","","100","1337.7778","1","28","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","3/1/2022 12:00:00 AM","21-22","","100","1481.1111","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","4/1/2022 12:00:00 AM","21-22","","100","1483.5165","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","5/1/2022 12:00:00 AM","21-22","","100","1532.9670","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","6/1/2022 12:00:00 AM","21-22","","100","1483.5165","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","7/1/2022 12:00:00 AM","21-22","","100","1347.8261","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","8/1/2022 12:00:00 AM","21-22","","100","1347.8261","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","9/1/2022 12:00:00 AM","21-22","","100","1304.3478","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","10/1/2022 12:00:00 AM","21-22","","100","1314.1304","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","11/1/2022 12:00:00 AM","21-22","","100","1271.7391","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","12/1/2022 12:00:00 AM","21-22","","100","1314.1304","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","1/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","2/1/2023 12:00:00 AM","22-23","","100","1306.6667","1","28","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","3/1/2023 12:00:00 AM","22-23","","100","1446.6667","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","4/1/2023 12:00:00 AM","22-23","","100","2200.0000","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","5/1/2023 12:00:00 AM","22-23","","91","1388.7473","3","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","6/1/2023 12:00:00 AM","22-23","","91","1343.9490","3","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","7/1/2023 12:00:00 AM","22-23","","100","1314.1304","2","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","8/1/2023 12:00:00 AM","22-23","","100","1314.1304","2","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","9/1/2023 12:00:00 AM","22-23","","100","1271.7391","2","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","10/1/2023 12:00:00 AM","22-23","","91","1388.7473","3","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","11/1/2023 12:00:00 AM","22-23","","100","1475.4098","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","12/1/2023 12:00:00 AM","22-23","","100","1524.5902","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","1/1/2024 12:00:00 AM","23-24","","100","1328.5714","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","2/1/2024 12:00:00 AM","23-24","","100","1242.8571","1","29","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","3/1/2024 12:00:00 AM","23-24","","100","1328.5714","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","4/1/2024 12:00:00 AM","23-24","","100","1384.6154","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","5/1/2024 12:00:00 AM","23-24","","100","1430.7692","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","6/1/2024 12:00:00 AM","23-24","","100","1384.6154","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","7/1/2024 12:00:00 AM","23-24","","100","1381.5217","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","8/1/2024 12:00:00 AM","23-24","","100","1381.5217","1","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","9/1/2024 12:00:00 AM","23-24","","100","1336.9565","1","30","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","10/1/2024 12:00:00 AM","23-24","","91","1388.7473","3","31","114","","57","","","",""
"19","145786","17069958","17083277","-17896437","2","1","11/1/2024 12:00:00 AM","23-24","","","0.0000","1","30","114","","57","","","",""
"56","45001","17069963","17083282","-17896351","2","1","1/1/2022 12:00:00 AM","21-22","","100","1343.3333","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","2/1/2022 12:00:00 AM","21-22","","100","1213.3333","1","28","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","3/1/2022 12:00:00 AM","21-22","","100","1343.3333","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","4/1/2022 12:00:00 AM","21-22","","100","1384.6154","1","30","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","5/1/2022 12:00:00 AM","21-22","","100","1430.7692","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","6/1/2022 12:00:00 AM","21-22","","100","1384.6154","1","30","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","7/1/2022 12:00:00 AM","21-22","","100","1550.0000","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","8/1/2022 12:00:00 AM","21-22","","100","1550.0000","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","9/1/2022 12:00:00 AM","21-22","","100","1500.0000","1","30","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","10/1/2022 12:00:00 AM","21-22","","100","1415.2174","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","11/1/2022 12:00:00 AM","21-22","","100","1369.5652","1","30","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","12/1/2022 12:00:00 AM","21-22","","100","1415.2174","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","1/1/2023 12:00:00 AM","22-23","","100","1653.3333","1","31","39","","58","","","",""
"56","45001","17069963","17083282","-17896351","2","1","2/1/2023 12:00:00 AM","22-23","","100","1493.3333","1","28","39","","58","","","",""
"43","94394","17069961","17083280","-17896355","62","1","10/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","1/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","2/1/2022 12:00:00 AM","21-22","","","0.0000","3","28","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","3/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","4/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","5/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","6/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","7/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","8/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","9/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","10/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","11/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","12/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","1/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","2/1/2023 12:00:00 AM","22-23","","","0.0000","3","28","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","3/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","4/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","5/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","6/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","7/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","8/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","9/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","10/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","11/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","12/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","1/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","2/1/2024 12:00:00 AM","23-24","","","0.0000","3","29","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","3/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","4/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","5/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","6/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","7/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","8/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","9/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","114","","5","","","",""
"50","94339","17069962","17083281","-17896352","62","1","10/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","114","","5","","","",""
"12","1068","17069957","17083276","-17896435","62","1","1/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","2/1/2023 12:00:00 AM","22-23","","","0.0000","3","28","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","3/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","4/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","5/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","6/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","7/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","8/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","9/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","10/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","11/1/2023 12:00:00 AM","22-23","","","0.0000","3","30","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","12/1/2023 12:00:00 AM","22-23","","","0.0000","3","31","113","","6","","","",""
"12","1068","17069957","17083276","-17896435","62","1","1/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","2/1/2022 12:00:00 AM","21-22","","","0.0000","3","28","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","3/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","4/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","5/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","6/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","7/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","8/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","9/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","10/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","11/1/2022 12:00:00 AM","21-22","","","0.0000","3","30","113","","7","","","",""
"12","1068","17069957","17083276","-17896435","62","1","12/1/2022 12:00:00 AM","21-22","","","0.0000","3","31","113","","7","","","",""
"74","68044","17072550","17087394","-17901849","62","1","1/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","8","","","",""
"76","68145","17072554","17087399","-17901850","62","1","1/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","8","","","",""
"76","68145","17072554","17087399","-17901850","62","1","2/1/2024 12:00:00 AM","23-24","","","0.0000","3","29","77","","9","","","",""
"76","68145","17072554","17087399","-17901850","62","1","3/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","9","","","",""
"76","68145","17072554","17087399","-17901850","62","1","4/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","9","","","",""
"76","68145","17072554","17087399","-17901850","62","1","5/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","9","","","",""
"74","68044","17072550","17087394","-17901849","62","1","2/1/2024 12:00:00 AM","23-24","","","0.0000","3","29","77","","9","","","",""
"74","68044","17072550","17087394","-17901849","62","1","3/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","9","","","",""
"74","68044","17072550","17087394","-17901849","62","1","4/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","9","","","",""
"74","68044","17072550","17087394","-17901849","62","1","5/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","9","","","",""
"74","68044","17072550","17087394","-17901849","62","1","6/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"74","68044","17072550","17087394","-17901849","62","1","7/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"74","68044","17072550","17087394","-17901849","62","1","8/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"74","68044","17072550","17087394","-17901849","62","1","9/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"74","68044","17072550","17087394","-17901849","62","1","10/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"74","68044","17072550","17087394","-17901849","62","1","11/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","6/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","7/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","8/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","9/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","10/1/2024 12:00:00 AM","23-24","","","0.0000","3","31","77","","10","","","",""
"76","68145","17072554","17087399","-17901850","62","1","11/1/2024 12:00:00 AM","23-24","","","0.0000","3","30","77","","10","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","1/1/2022 12:00:00 AM","21-22","","100","7878453.0387","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","2/1/2022 12:00:00 AM","21-22","","100","7116022.0994","1","28","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","3/1/2022 12:00:00 AM","21-22","","100","7878453.0387","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","4/1/2022 12:00:00 AM","21-22","","100","7624309.3922","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","5/1/2022 12:00:00 AM","21-22","","100","7878453.0387","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","6/1/2022 12:00:00 AM","21-22","","100","7624309.3922","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","7/1/2022 12:00:00 AM","21-22","","100","10108695.6521","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","8/1/2022 12:00:00 AM","21-22","","100","10108695.6521","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","9/1/2022 12:00:00 AM","21-22","","100","9782608.6956","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","10/1/2022 12:00:00 AM","21-22","","100","10108695.6521","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","11/1/2022 12:00:00 AM","21-22","","100","9782608.6956","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","12/1/2022 12:00:00 AM","21-22","","100","10108695.6521","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","1/1/2023 12:00:00 AM","22-23","","100","11303867.4033","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","2/1/2023 12:00:00 AM","22-23","","100","10209944.7513","1","28","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","3/1/2023 12:00:00 AM","22-23","","100","11303867.4033","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","4/1/2023 12:00:00 AM","22-23","","100","10939226.5193","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","5/1/2023 12:00:00 AM","22-23","","100","11303867.4033","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","6/1/2023 12:00:00 AM","22-23","","100","10939226.5193","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","7/1/2023 12:00:00 AM","22-23","","100","1179347.8261","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","8/1/2023 12:00:00 AM","22-23","","100","1179347.8261","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","9/1/2023 12:00:00 AM","22-23","","100","1141304.3478","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","10/1/2023 12:00:00 AM","22-23","","100","1179347.8261","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","11/1/2023 12:00:00 AM","22-23","","100","1141304.3478","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","12/1/2023 12:00:00 AM","22-23","","100","1179347.8261","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","1/1/2024 12:00:00 AM","23-24","","100","14648351.6483","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","2/1/2024 12:00:00 AM","23-24","","100","13703296.7032","1","29","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","3/1/2024 12:00:00 AM","23-24","","100","14648351.6483","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","4/1/2024 12:00:00 AM","23-24","","100","14175824.1758","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","5/1/2024 12:00:00 AM","23-24","","100","14648351.6483","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","6/1/2024 12:00:00 AM","23-24","","100","14175824.1758","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","7/1/2024 12:00:00 AM","23-24","","100","16173913.0434","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","8/1/2024 12:00:00 AM","23-24","","100","16173913.0434","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","9/1/2024 12:00:00 AM","23-24","","100","15652173.9130","1","30","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","10/1/2024 12:00:00 AM","23-24","","100","16173913.0434","1","31","51","","11","","","",""
"70","17000001","17069975","17083294","-17896365","8266","1","11/1/2024 12:00:00 AM","23-24","","100","15652173.9130","1","30","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","10/1/2022 12:00:00 AM","21-22","","100","108.7500","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","11/1/2022 12:00:00 AM","21-22","","100","104.5000","1","240","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","12/1/2022 12:00:00 AM","21-22","","100","106.6250","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","1/1/2023 12:00:00 AM","22-23","","100","107.7500","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","2/1/2023 12:00:00 AM","22-23","","100","108.2500","1","224","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","3/1/2023 12:00:00 AM","22-23","","100","109.2500","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","4/1/2023 12:00:00 AM","22-23","","","109.2500","1","30","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","5/1/2023 12:00:00 AM","22-23","","100","105.8750","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","6/1/2023 12:00:00 AM","22-23","","","105.8750","1","30","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","7/1/2023 12:00:00 AM","22-23","","100","101.0000","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","8/1/2023 12:00:00 AM","22-23","","","101.0000","1","31","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","9/1/2023 12:00:00 AM","22-23","","100","91.5000","1","240","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","10/1/2023 12:00:00 AM","22-23","","","91.5000","1","31","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","11/1/2023 12:00:00 AM","22-23","","100","97.3750","1","240","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","12/1/2023 12:00:00 AM","22-23","","100","82.2500","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","1/1/2024 12:00:00 AM","23-24","","100","105.3750","1","248","51","","11","","","",""
"71","17000001","17071664","17086544","-17898927","11956","1","2/1/2024 12:00:00 AM","23-24","","100","104.5000","1","224","51","","11","","","",""
